transaction_id,sku,warehouse_id,transaction_type,quantity_change,timestamp
TXN0001983,PROD00008,WH004, INBOUND ,128,2024-06-24T00:00:00
TXN0001984,ITM00025,WH005,ADJUSTMENT,38,2024-07-09T00:00:00
TXN0001985,ITM00058,WH005,RETURN,92,2024-05-25T00:00:00
TXN0001986,ITM00111,WH001,RETURN,154,2024-12-14T00:00:00
TXN0001987,ITM00040,WH002,RETURN,114,2024-10-31T00:00:00
TXN0001988,PROD00177,WH003,ADJUSTMENT,61,2025-03-02T00:00:00
TXN0001989,PROD00075,WH004, TRANSFER ,107,2023-10-07T00:00:00
TXN0001990,ITM00070,WH003,TRANSFER,196,2023-05-06T00:00:00
TXN0001991,SKU00089,WH002,RETURN,20,2023-02-28T00:00:00
TXN0001992,ITM00043,WH002,ADJUSTMENT,193,2023-03-19T00:00:00
TXN0001993,PRO00131,WH005,INBOUND,114,2024-11-14T00:00:00
TXN0001994,ITM00023,WH005,OUTBOUND,-173,2023-11-29T00:00:00
TXN0001995,PRO00097,WH001,INBOUND,49,2023-03-05T00:00:00
TXN0001996,PROD00184,WH003,ADJUSTMENT,33,2025-08-02T00:00:00
TXN0001997,SKU00088,WH002,TRANSFER,95,2023-02-18T00:00:00
TXN0001998,ITM00011,WH005,ADJUSTMENT,175,2024-03-06T00:00:00
TXN0001999,PROD00129,WH005,TRANSFER,113,2025-03-23T00:00:00
TXN0002000,PRO00115,WH005,RETURN,92,2023-09-04T00:00:00
TXN0002001,ITM00025,WH005,INBOUND,107,2025-07-27T00:00:00
TXN0002002,PRO00022,WH003,RETURN,24,2025-03-22T00:00:00
TXN0002003,PROD00049,WH002,RETURN,50,2024-09-13T00:00:00
TXN0002004,ITM00025,WH004,RETURN,163,2023-07-17T00:00:00
TXN0002005,PROD00167,WH002,RETURN,19,2023-01-12T00:00:00
TXN0002006,PRO00115,WH004,TRANSFER,195,2024-10-30T00:00:00
TXN0002007,PROD00016,WH002,ADJUSTMENT,27,2025-04-16T00:00:00
TXN0002008,PROD00191,WH005,RETURN,138,2023-09-02T00:00:00
TXN0002009,PROD00056,WH001,OUTBOUND,-184,2025-04-19T00:00:00
TXN0002010,ITM00050,WH002,RETURN,1,2023-12-23T00:00:00
TXN0002011,PROD00178,WH004,INBOUND,30,2023-12-03T00:00:00
TXN0002012,PRO00095,WH003,OUTBOUND,-69,2024-12-16T00:00:00
TXN0002013,PRO00133,WH004,RETURN,161,2024-08-20T00:00:00
TXN0002014,PROD00090,WH005,TRANSFER,91,2023-07-15T00:00:00
TXN0002015,PRO00064,WH005,RETURN,73,2023-04-10T00:00:00
TXN0002016,PROD00048,WH003,RETURN,188,2025-03-16T00:00:00
TXN0002017,PRO00053,WH005,RETURN,80,2024-03-07T00:00:00
TXN0002018,ITM00135,WH002,TRANSFER,32,2024-05-07T00:00:00
TXN0002019,SKU00020,WH001,INBOUND,112,2025-03-10T00:00:00
TXN0002020,PRO00032,WH003,TRANSFER,174,2023-11-07T00:00:00
TXN0002021,PRO00027,WH002, INBOUND ,194,2024-01-28T00:00:00
TXN0002022,PROD00123,WH001,TRANSFER,107,2025-04-22T00:00:00
TXN0002023,PROD00184,WH001,RETURN,88,2023-11-20T00:00:00
TXN0002024,SKU00002,WH002,RETURN,162,2025-04-04T00:00:00
TXN0002025,PROD00117,WH003,TRANSFER,74,2023-09-25T00:00:00
TXN0002026,PROD00147,WH002,INBOUND,55,2025-02-28T00:00:00
TXN0002027,SKU00054,WH003,,122,2025-04-25T00:00:00
TXN0002028,PRO00022,WH001,INBOUND,126,2025-06-30T00:00:00
TXN0002029,SKU00088,WH003,ADJUSTMENT,113,2024-01-27T00:00:00
TXN0002030,ITM00114,WH001,RETURN,195,2025-02-23T00:00:00
TXN0002031,PRO00078,WH002,INBOUND,190,2023-04-02T00:00:00
TXN0002032,PRO00151,WH001,OUTBOUND,-15,2024-02-24T00:00:00
TXN0002033,ITM00036,WH002,TRANSFER,181,2024-07-13T00:00:00
TXN0002034,PRO00161,WH002,RETURN,18,2024-05-31T00:00:00
TXN0002035,ITM00011,WH004,TRANSFER,137,2024-08-18T00:00:00
TXN0002036,SKU00124,WH005,TRANSFER,67,2023-03-10T00:00:00
TXN0002037,PRO00060,WH002,TRANSFER,86,2024-02-10T00:00:00
TXN0002038,SKU00138,WH004,RETURN,180,2025-01-04T00:00:00
TXN0002039,PRO00148,WH005,TRANSFER,105,2023-07-15T00:00:00
TXN0002040,PROD00168,WH001,INBOUND,193,2024-10-20T00:00:00
TXN0002041,PROD00182,WH005,INBOUND,147,2024-05-10T00:00:00
TXN0002042,PROD00090,WH003,OUTBOUND,-180,2025-02-19T00:00:00
TXN0002043,SKU00094,WH001,OUTBOUND,-78,2023-10-07T00:00:00
TXN0002044,PRO00109,WH005,ADJUSTMENT,110,2024-01-23T00:00:00
TXN0002045,SKU00031,WH005,INBOUND,45,2025-05-07T00:00:00
TXN0002046,PRO00085,WH002,ADJUSTMENT,98,2024-10-02T00:00:00
TXN0002047,PROD00174,WH002,OUTBOUND,-74,2023-03-02T00:00:00
TXN0002048,PROD00187,WH001,OUTBOUND,-198,2023-04-05T00:00:00
TXN0002049,PRO00032,WH004, ADJUSTMENT,159,2023-07-26T00:00:00
TXN0002050,ITM00127,WH002,ADJUSTMENT,39,2024-07-25T00:00:00
TXN0002051,PRO00038,WH005,INBOUND,194,2023-04-23T00:00:00
TXN0002052,PROD00049,WH002,RETURN,179,2024-06-26T00:00:00
TXN0002053,PRO00131,WH005,OUTBOUND ,-8,2023-07-18T00:00:00
TXN0002054,SKU00035,WH005,ADJUSTMENT,33,2025-08-21T00:00:00
TXN0002055,ITM00096,WH005,ADJUSTMENT,62,2024-05-27T00:00:00
TXN0002056,PROD00056,WH004,OUTBOUND,-92,2023-07-09T00:00:00
TXN0002057,PRO00163,WH003,OUTBOUND,-84,2023-09-07T00:00:00
TXN0002058,PRO00087,WH005,RETURN,192,2024-04-10T00:00:00
TXN0002059,PRO00092,WH003,TRANSFER,131,2023-12-09T00:00:00
TXN0002060,PROD00048,WH005,OUTBOUND,-191,2025-07-14T00:00:00
TXN0002061,ITM00050,WH001,RETURN,134,2025-01-10T00:00:00
TXN0002062,PROD00121,WH004,ADJUSTMENT,160,2025-09-08T00:00:00
TXN0002063,ITM00176,WH005,RETURN,69,2024-05-23T00:00:00
TXN0002064,PRO00013,WH001,,154,2023-09-06T00:00:00
TXN0002065,PRO00010,WH005,OUTBOUND,-56,2025-06-19T00:00:00
TXN0002066,SKU00122,WH004,TRANSFER,145,2025-08-28T00:00:00
TXN0002067,SKU00197,WH003,ADJUSTMENT,11,2024-04-09T00:00:00
TXN0002068,PROD00125,WH001,OUTBOUND,-105,2025-03-27T00:00:00
TXN0002069,PROD00018,WH005,TRANSFER,182,2025-02-15T00:00:00
TXN0002070,ITM00114,WH004,ADJUSTMENT,117,2024-04-03T00:00:00
TXN0002071,PRO00074,WH004,ADJUSTMENT,87,2023-06-06T00:00:00
TXN0002072,PROD00044,WH004,ADJUSTMENT,13,2024-06-18T00:00:00
TXN0002073,PRO00074,WH003,ADJUSTMENT,5,2025-05-18T00:00:00
TXN0002074,SKU00152,WH004,RETURN,89,2023-01-21T00:00:00
TXN0002075,PRO00064,WH005,INBOUND,8,2023-04-16T00:00:00
TXN0002076,SKU00082,WH003,INBOUND,181,2023-11-05T00:00:00
TXN0002077,SKU00122,WH004,RETURN,137,2025-03-21T00:00:00
TXN0002078,PRO00013,WH005,ADJUSTMENT,107,2023-04-24T00:00:00
TXN0002079,PROD00008,WH004,INBOUND,152,2025-09-13T00:00:00
TXN0002080,PRO00092,WH001,INBOUND,111,
TXN0002081,PROD00165,WH004,INBOUND,33,2024-08-05T00:00:00
TXN0002082,PROD00192,WH003,RETURN,34,2025-09-28T00:00:00
TXN0002083,SKU00089,WH002,INBOUND,66,2025-02-28T00:00:00
TXN0002084,PRO00137,WH005,INBOUND,26,2023-12-12T00:00:00
TXN0002085,PRO00076,WH001,INBOUND,70,2024-08-28T00:00:00
TXN0002086,PROD00167,WH001,OUTBOUND,-2,2024-01-02T00:00:00
TXN0002087,PROD00182,WH005,TRANSFER,155,2023-05-31T00:00:00
TXN0002088,PROD00044,WH003,INBOUND,175,
TXN0002089,PROD00199,WH005,OUTBOUND,-26,2024-11-25T00:00:00
TXN0002090,SKU00079,WH001,TRANSFER,100,2025-06-30T00:00:00
TXN0002091,PRO00047,WH001,RETURN,142,2024-07-05T00:00:00
TXN0002092,PROD00062,WH003,OUTBOUND,-166,2025-04-26T00:00:00
TXN0002093,SKU00089,WH002,OUTBOUND,-90,2023-03-01T00:00:00
TXN0002094,PROD00123,WH004,ADJUSTMENT,176,2024-09-13T00:00:00
TXN0002095,SKU00170,WH002,RETURN,130,2025-02-08T00:00:00
TXN0002096,ITM00091,WH002,ADJUSTMENT,79,2023-03-31T00:00:00
TXN0002097,ITM00128,WH001,ADJUSTMENT,162,2024-08-01T00:00:00
TXN0002098,ITM00036,WH002,RETURN,85,2025-04-04T00:00:00
TXN0002099,PROD00102,WH005,INBOUND,181,2023-01-21T00:00:00
TXN0002100,PRO00155,WH002,TRANSFER,25,2024-09-28T00:00:00
TXN0002101,ITM00112,WH005,ADJUSTMENT,70,2024-11-30T00:00:00
TXN0002102,ITM00070,WH002,INBOUND,25,2023-05-01T00:00:00
TXN0002103,PRO00095,WH005,,77,2025-03-01T00:00:00
TXN0002104,ITM00135,WH005,INBOUND,131,2024-04-01T00:00:00
TXN0002105,PRO00155,WH001,ADJUSTMENT,166,2023-08-22T00:00:00
TXN0002106,ITM00111,WH005,TRANSFER,23,2025-04-03T00:00:00
TXN0002107,PROD00153,WH004,TRANSFER,126,2024-08-25T00:00:00
TXN0002108,PROD00075,WH003,RETURN,149,2024-11-01T00:00:00
TXN0002109,ITM00034,WH004,INBOUND,41,2024-10-16T00:00:00
TXN0002110,PROD00059,WH005,TRANSFER,117,2023-12-31T00:00:00
TXN0002111,PROD00153,WH004,RETURN,197,2025-07-17T00:00:00
TXN0002112,ITM00105,WH003,OUTBOUND,-179,2025-05-06T00:00:00
TXN0002113,PROD00182,WH002,OUTBOUND,-135,2024-01-26T00:00:00
TXN0002114,SKU00094,WH001,INBOUND,155,2023-08-24T00:00:00
TXN0002115,PRO00066,WH003,TRANSFER,127,2024-12-03T00:00:00
TXN0002116,PRO00012,WH005,OUTBOUND,-78,2024-09-01T00:00:00
TXN0002117,ITM00065,WH001,ADJUSTMENT,84,2023-05-06T00:00:00
TXN0002118,SKU00061,WH001,INBOUND,18,2024-05-12T00:00:00
TXN0002119,ITM00176,WH004,TRANSFER,69,2025-04-15T00:00:00
TXN0002120,PRO00155,WH001, TRANSFER,54,
TXN0002121,PROD00136,WH002,ADJUSTMENT,106,2025-05-18T00:00:00
TXN0002122,PRO00064,WH003,,13,2025-02-27T00:00:00
TXN0002123,ITM00096,WH005,INBOUND,45,2023-10-23T00:00:00
TXN0002124,PROD00044,WH004,RETURN,83,2023-06-11T00:00:00
TXN0002125,ITM00015,WH004,OUTBOUND,-2,2023-06-13T00:00:00
TXN0002126,SKU00026,WH004, INBOUND,99,2025-05-25T00:00:00
TXN0002127,SKU00124,WH001,TRANSFER,90,2024-03-20T00:00:00
TXN0002128,PRO00064,WH001,ADJUSTMENT,24,2023-06-29T00:00:00
TXN0002129,ITM00021,WH003,INBOUND,190,2025-04-04T00:00:00
TXN0002130,SKU00082,WH001,OUTBOUND,-127,2025-05-15T00:00:00
TXN0002131,PRO00151,WH003,RETURN,52,2024-08-26T00:00:00
TXN0002132,SKU00079,WH003,TRANSFER,118,2025-07-14T00:00:00
TXN0002133,PRO00087,WH004,OUTBOUND,-128,2025-03-26T00:00:00
TXN0002134,PRO00092,WH004,TRANSFER,75,2025-03-15T00:00:00
TXN0002135,ITM00071,WH002,TRANSFER,140,2025-09-06T00:00:00
TXN0002136,PRO00066,WH005,OUTBOUND,-64,2023-03-30T00:00:00
TXN0002137,PRO00029,WH005,TRANSFER,172,2025-07-01T00:00:00
TXN0002138,SKU00098,WH001,ADJUSTMENT,180,2025-06-26T00:00:00
TXN0002139,PROD00149,WH002,INBOUND ,195,2023-10-14T00:00:00
TXN0002140,PRO00087,WH001,TRANSFER,22,2024-12-01T00:00:00
TXN0002141,PROD00132,WH005,OUTBOUND,-184,2024-02-04T00:00:00
TXN0002142,ITM00058,WH005,,75,2025-04-07T00:00:00
TXN0002143,SKU00196,WH002,TRANSFER,39,2025-02-21T00:00:00
TXN0002144,SKU00098,WH005,INBOUND,4,2023-03-31T00:00:00
TXN0002145,PROD00121,WH002,INBOUND,92,2023-05-06T00:00:00
TXN0002146,PRO00005,WH004,OUTBOUND,-116,2024-04-03T00:00:00
TXN0002147,PROD00084,WH005,RETURN,104,2024-10-31T00:00:00
TXN0002148,SKU00057,WH005,RETURN,191,2024-02-28T00:00:00
TXN0002149,PRO00131,WH001,RETURN,60,2024-02-08T00:00:00
TXN0002150,PRO00144,WH002,TRANSFER,180,2023-06-14T00:00:00
TXN0002151,ITM00166,WH004,INBOUND,31,2024-01-27T00:00:00
TXN0002152,SKU00122,WH003,OUTBOUND,-10,2025-08-30T00:00:00
TXN0002153,ITM00110,WH001,TRANSFER,53,2024-07-14T00:00:00
TXN0002154,PRO00028,WH005,OUTBOUND,-138,2025-02-22T00:00:00
TXN0002155,PRO00163,WH003,OUTBOUND ,-63,2024-04-06T00:00:00
TXN0002156,PRO00109,WH004,OUTBOUND,-178,2025-05-23T00:00:00
TXN0002157,PRO00029,WH001,RETURN,132,2023-11-22T00:00:00
TXN0002158,PROD00024,WH002,RETURN,179,2023-02-13T00:00:00
TXN0002159,PROD00174,WH004,INBOUND,21,2023-11-03T00:00:00
TXN0002160,SKU00152,WH001,ADJUSTMENT,188,2025-02-07T00:00:00
TXN0002161,PRO00161,WH002,INBOUND,41,2025-02-02T00:00:00
TXN0002162,SKU00118,WH002,OUTBOUND,-111,2025-03-25T00:00:00
TXN0002163,PROD00168,WH002,OUTBOUND,-69,2024-11-15T00:00:00
TXN0002164,PRO00076,WH001,,29,2024-08-24T00:00:00
TXN0002165,ITM00127,WH005,OUTBOUND,-66,2023-12-18T00:00:00
TXN0002166,PRO00022,WH005,INBOUND,124,2024-01-07T00:00:00
TXN0002167,PRO00198,WH002,ADJUSTMENT,56,2023-01-08T00:00:00
TXN0002168,PRO00047,WH005,OUTBOUND,-172,2024-10-27T00:00:00
TXN0002169,ITM00111,WH004,ADJUSTMENT,175,2024-06-28T00:00:00
TXN0002170,ITM00200,WH004,INBOUND,94,2023-12-03T00:00:00
TXN0002171,SKU00046,WH003,TRANSFER,120,2024-01-30T00:00:00
TXN0002172,PROD00149,WH003,RETURN ,119,2023-10-03T00:00:00
TXN0002173,PRO00029,WH001,,49,2025-03-05T00:00:00
TXN0002174,SKU00116,WH002,OUTBOUND,-177,2023-04-07T00:00:00
TXN0002175,PRO00066,WH002,ADJUSTMENT,124,2024-09-07T00:00:00
TXN0002176,SKU00057,WH005,OUTBOUND,-49,2025-09-12T00:00:00
TXN0002177,PRO00012,WH005,RETURN,162,2024-12-02T00:00:00
TXN0002178,PROD00199,WH004,INBOUND,30,2025-04-28T00:00:00
TXN0002179,ITM00025,WH003,TRANSFER,30,2024-11-22T00:00:00
TXN0002180,PRO00029,WH005,RETURN,2,2025-01-14T00:00:00
TXN0002181,PRO00092,WH004,TRANSFER,20,2024-10-13T00:00:00
TXN0002182,PROD00024,WH002,RETURN,121,2025-01-17T00:00:00
TXN0002183,PROD00187,WH001,TRANSFER,158,2024-03-01T00:00:00
TXN0002184,PRO00156,WH001,OUTBOUND,-91,2023-11-11T00:00:00
TXN0002185,PRO00150,WH004,ADJUSTMENT,122,2025-09-21T00:00:00
TXN0002186,SKU00154,WH004,RETURN,114,2023-09-27T00:00:00
TXN0002187,SKU00009,WH002,RETURN,180,2023-10-18T00:00:00
TXN0002188,SKU00088,WH001,OUTBOUND,-2,2024-05-11T00:00:00
TXN0002189,PRO00146,WH003,OUTBOUND,-106,2023-08-17T00:00:00
TXN0002190,SKU00088,WH001,INBOUND,98,2025-04-26T00:00:00
TXN0002191,ITM00099,WH003,ADJUSTMENT,199,2023-11-28T00:00:00
TXN0002192,PROD00008,WH002,INBOUND,133,2025-01-25T00:00:00
TXN0002193,PRO00195,WH005,ADJUSTMENT,150,2025-06-13T00:00:00
TXN0002194,ITM00050,WH001,RETURN,31,2025-01-11T00:00:00
TXN0002195,PRO00003,WH001,OUTBOUND,-165,2023-10-29T00:00:00
TXN0002196,SKU00154,WH001,ADJUSTMENT,124,2024-09-29T00:00:00
TXN0002197,ITM00099,WH004,ADJUSTMENT,127,2023-06-03T00:00:00
TXN0002198,PROD00125,WH001,TRANSFER,126,2024-07-28T00:00:00
TXN0002199,ITM00112,WH004,ADJUSTMENT,82,2024-08-15T00:00:00
TXN0002200,PROD00171,WH002,INBOUND,66,2025-06-17T00:00:00
TXN0002201,PRO00095,WH002,RETURN,139,2023-11-22T00:00:00
TXN0002202,PROD00117,WH005,OUTBOUND,-163,2024-10-20T00:00:00
TXN0002203,ITM00001,WH002,RETURN,137,2023-04-09T00:00:00
TXN0002204,PROD00016,WH002,TRANSFER,161,2025-02-04T00:00:00
TXN0002205,PRO00081,WH003,RETURN,112,2024-10-08T00:00:00
TXN0002206,PROD00117,WH005,RETURN,47,2023-07-31T00:00:00
TXN0002207,SKU00186,WH005,ADJUSTMENT,39,2024-10-11T00:00:00
TXN0002208,ITM00110,WH003,OUTBOUND,-163,2024-03-16T00:00:00
TXN0002209,PRO00131,WH004,TRANSFER,13,2025-05-20T00:00:00
TXN0002210,ITM00091,WH005,OUTBOUND,-84,2025-08-01T00:00:00
TXN0002211,PRO00032,WH003,ADJUSTMENT,68,2023-04-14T00:00:00
TXN0002212,PRO00131,WH005,TRANSFER,5,2023-01-08T00:00:00
TXN0002213,PRO00032,WH001,INBOUND,133,2024-05-24T00:00:00
TXN0002214,SKU00142,WH005,TRANSFER,138,2025-02-15T00:00:00
TXN0002215,PRO00183,WH002,RETURN,163,2023-06-18T00:00:00
TXN0002216,PROD00167,WH003,ADJUSTMENT,98,2024-07-23T00:00:00
TXN0002217,ITM00112,WH004,ADJUSTMENT,111,2023-06-06T00:00:00
TXN0002218,SKU00101,WH003,INBOUND,102,2023-12-10T00:00:00
TXN0002219,ITM00175,WH001,RETURN,14,2023-08-21T00:00:00
TXN0002220,PRO00109,WH002,INBOUND,199,2025-07-28T00:00:00
TXN0002221,PROD00059,WH004,RETURN,170,2023-03-24T00:00:00
TXN0002222,PROD00191,WH005,RETURN,73,2023-12-19T00:00:00
TXN0002223,ITM00091,WH004,RETURN,176,2025-06-08T00:00:00
TXN0002224,SKU00197,WH005,INBOUND,48,2023-11-16T00:00:00
TXN0002225,SKU00143,WH004,ADJUSTMENT,50,2024-07-27T00:00:00
TXN0002226,SKU00057,WH005,,178,2025-05-07T00:00:00
TXN0002227,PROD00044,WH002,INBOUND ,131,2023-07-20T00:00:00
TXN0002228,ITM00077,WH001,RETURN,96,2023-11-03T00:00:00
TXN0002229,PRO00115,WH004,OUTBOUND,-37,2023-02-10T00:00:00
TXN0002230,ITM00011,WH005,ADJUSTMENT,166,
TXN0002231,PRO00078,WH005,OUTBOUND,-100,2025-01-20T00:00:00
TXN0002232,PROD00051,WH001,TRANSFER,59,2024-05-02T00:00:00
TXN0002233,PROD00044,WH001,ADJUSTMENT,179,2023-09-01T00:00:00
TXN0002234,PRO00115,WH003,OUTBOUND,-96,2023-10-04T00:00:00
TXN0002235,PROD00008,WH002,,107,2024-04-30T00:00:00
TXN0002236,SKU00142,WH001,TRANSFER,20,2023-01-09T00:00:00
TXN0002237,SKU00138,WH004,INBOUND,194,2024-04-29T00:00:00
TXN0002238,PROD00121,WH004,RETURN,4,2024-12-15T00:00:00
TXN0002239,PRO00095,WH002,ADJUSTMENT,16,2023-08-12T00:00:00
TXN0002240,PRO00119,WH003, ADJUSTMENT ,176,2024-01-16T00:00:00
TXN0002241,SKU00181,WH005,TRANSFER,131,2024-12-23T00:00:00
TXN0002242,SKU00130,WH004,ADJUSTMENT,179,2023-07-02T00:00:00
TXN0002243,PROD00182,WH001,TRANSFER,155,2024-05-07T00:00:00
TXN0002244,PROD00045,WH002,ADJUSTMENT,144,2024-06-12T00:00:00
TXN0002245,ITM00110,WH001,TRANSFER,96,2023-03-20T00:00:00
TXN0002246,PRO00109,WH005,OUTBOUND,-74,2023-12-21T00:00:00
TXN0002247,PROD00018,WH001,TRANSFER,46,2023-01-12T00:00:00
TXN0002248,ITM00025,WH005,ADJUSTMENT,38,2023-11-23T00:00:00
TXN0002249,ITM00034,WH002,ADJUSTMENT,130,2023-12-05T00:00:00
TXN0002250,SKU00120,WH004,INBOUND,54,2024-04-29T00:00:00
TXN0002251,ITM00021,WH002,,50,2024-05-28T00:00:00
TXN0002252,PROD00016,WH002,INBOUND ,46,2024-03-09T00:00:00
TXN0002253,PRO00060,WH002,ADJUSTMENT,137,2023-03-09T00:00:00
TXN0002254,PRO00028,WH002, OUTBOUND,-194,2024-02-10T00:00:00
TXN0002255,PRO00053,WH001,OUTBOUND,-105,2024-03-07T00:00:00
TXN0002256,PRO00155,WH002,TRANSFER,71,2023-04-12T00:00:00
TXN0002257,SKU00101,WH004,INBOUND,108,2023-11-05T00:00:00
TXN0002258,PROD00174,WH001,RETURN,56,2024-02-16T00:00:00
TXN0002259,SKU00094,WH001,TRANSFER,168,2023-10-21T00:00:00
TXN0002260,PROD00185,WH001,TRANSFER,190,2023-02-10T00:00:00
TXN0002261,PRO00076,WH005,OUTBOUND,-98,2024-12-30T00:00:00
TXN0002262,PRO00032,WH005,OUTBOUND,-78,2025-02-14T00:00:00
TXN0002263,SKU00072,WH004,ADJUSTMENT,69,2024-04-01T00:00:00
TXN0002264,PRO00029,WH005,ADJUSTMENT,49,2023-02-13T00:00:00
TXN0002265,PROD00045,WH004,RETURN,87,2024-05-04T00:00:00
TXN0002266,PROD00132,WH002,OUTBOUND,-163,2024-01-09T00:00:00
TXN0002267,SKU00170,WH003,ADJUSTMENT,157,2023-10-21T00:00:00
TXN0002268,PROD00160,WH002,TRANSFER,147,2024-01-25T00:00:00
TXN0002269,PRO00066,WH002,RETURN,188,2023-02-18T00:00:00
TXN0002270,ITM00127,WH003,ADJUSTMENT,106,2025-05-03T00:00:00
TXN0002271,PRO00003,WH004,RETURN,56,2024-11-04T00:00:00
TXN0002272,PRO00156,WH004,OUTBOUND ,-42,2024-09-24T00:00:00
TXN0002273,PRO00119,WH002,RETURN,162,2024-09-04T00:00:00
TXN0002274,ITM00158,WH003, INBOUND,158,2023-04-17T00:00:00
TXN0002275,PROD00107,WH003,INBOUND,122,2024-12-22T00:00:00
TXN0002276,ITM00070,WH002,INBOUND,1,2025-09-10T00:00:00
TXN0002277,PROD00192,WH005,,16,2023-05-28T00:00:00
TXN0002278,PRO00097,WH002, INBOUND,113,2024-07-29T00:00:00
TXN0002279,SKU00002,WH004,INBOUND,113,2023-07-06T00:00:00
TXN0002280,ITM00001,WH002,OUTBOUND,-65,2023-12-07T00:00:00
TXN0002281,SKU00190,WH003,OUTBOUND,-75,2025-06-24T00:00:00
TXN0002282,ITM00126,WH001,RETURN,50,2025-03-13T00:00:00
TXN0002283,PRO00064,WH004,RETURN,177,2024-07-06T00:00:00
TXN0002284,SKU00196,WH003,INBOUND,198,2023-03-29T00:00:00
TXN0002285,SKU00057,WH003,OUTBOUND,-87,2023-07-30T00:00:00
TXN0002286,ITM00175,WH002,RETURN,63,2025-03-21T00:00:00
TXN0002287,PRO00039,WH002,RETURN,138,2024-08-07T00:00:00
TXN0002288,ITM00034,WH005,RETURN,16,2023-01-12T00:00:00
TXN0002289,PROD00136,WH004,TRANSFER,112,2024-03-10T00:00:00
TXN0002290,ITM00176,WH004,RETURN,119,2024-02-01T00:00:00
TXN0002291,PRO00092,WH001,RETURN,116,2023-10-16T00:00:00
TXN0002292,ITM00001,WH005,TRANSFER,5,2024-04-03T00:00:00
TXN0002293,PROD00187,WH003,OUTBOUND,-64,2025-07-23T00:00:00
TXN0002294,PRO00193,WH002,ADJUSTMENT,147,2025-07-15T00:00:00
TXN0002295,PRO00195,WH003,TRANSFER,96,2025-01-03T00:00:00
TXN0002296,PROD00178,WH004,OUTBOUND,-196,2025-03-02T00:00:00
TXN0002297,ITM00050,WH005,RETURN,14,2023-07-08T00:00:00
TXN0002298,PRO00017,WH002,OUTBOUND,-109,2023-06-05T00:00:00
TXN0002299,ITM00091,WH004,INBOUND,140,2024-12-10T00:00:00
TXN0002300,ITM00139,WH005,ADJUSTMENT,4,2023-04-21T00:00:00
TXN0002301,PRO00068,WH002,,161,2025-08-04T00:00:00
TXN0002302,PRO00119,WH003,TRANSFER,65,2023-03-19T00:00:00
TXN0002303,PRO00163,WH005,,198,2025-08-30T00:00:00
TXN0002304,ITM00025,WH002,INBOUND,72,2023-03-14T00:00:00
TXN0002305,PROD00165,WH005,INBOUND,6,2023-03-04T00:00:00
TXN0002306,PRO00047,WH003,RETURN,23,2025-06-30T00:00:00
TXN0002307,PROD00106,WH002,INBOUND,141,2025-01-08T00:00:00
TXN0002308,ITM00099,WH002,TRANSFER,25,2023-12-06T00:00:00
TXN0002309,SKU00142,WH002,INBOUND,66,2023-05-02T00:00:00
TXN0002310,PROD00008,WH001,ADJUSTMENT,151,2023-08-13T00:00:00
TXN0002311,PRO00037,WH004,RETURN,2,2023-03-15T00:00:00
TXN0002312,PRO00137,WH003,TRANSFER,141,2024-08-14T00:00:00
TXN0002313,ITM00200,WH005,ADJUSTMENT,165,2025-04-28T00:00:00
TXN0002314,SKU00020,WH002,TRANSFER,184,2023-10-21T00:00:00
TXN0002315,PROD00191,WH004,TRANSFER,170,2024-10-12T00:00:00
TXN0002316,SKU00186,WH003,INBOUND,120,2023-09-08T00:00:00
TXN0002317,PRO00074,WH005,RETURN,54,2024-04-20T00:00:00
TXN0002318,PRO00162,WH002,RETURN,7,2023-11-29T00:00:00
TXN0002319,ITM00070,WH005,RETURN,196,2024-01-21T00:00:00
TXN0002320,SKU00082,WH001,INBOUND,171,2023-03-20T00:00:00
TXN0002321,ITM00189,WH003,ADJUSTMENT,176,2023-05-02T00:00:00
TXN0002322,ITM00112,WH001,RETURN,117,2025-09-03T00:00:00
TXN0002323,PROD00044,WH002,INBOUND,159,2025-01-22T00:00:00
TXN0002324,ITM00050,WH004,OUTBOUND,-146,2025-05-04T00:00:00
TXN0002325,SKU00142,WH005,TRANSFER,36,2024-10-18T00:00:00
TXN0002326,SKU00079,WH002,,47,2025-09-14T00:00:00
TXN0002327,ITM00139,WH005,ADJUSTMENT,173,2025-02-23T00:00:00
TXN0002328,PRO00074,WH003,OUTBOUND,-40,2023-07-21T00:00:00
TXN0002329,PRO00010,WH001,TRANSFER,47,2023-07-28T00:00:00
TXN0002330,ITM00011,WH003,INBOUND,194,2025-09-11T00:00:00
TXN0002331,ITM00050,WH001,INBOUND,56,2024-10-28T00:00:00
TXN0002332,SKU00152,WH003,TRANSFER,58,2024-10-04T00:00:00
TXN0002333,PROD00075,WH005,OUTBOUND,-92,2024-12-27T00:00:00
TXN0002334,SKU00130,WH005,INBOUND,74,2023-05-21T00:00:00
TXN0002335,ITM00011,WH003,INBOUND,42,2023-03-11T00:00:00
TXN0002336,PRO00076,WH002,OUTBOUND,-85,2024-08-25T00:00:00
TXN0002337,PROD00049,WH002,RETURN,49,2025-08-28T00:00:00
TXN0002338,PRO00119,WH001,RETURN,188,2024-11-21T00:00:00
TXN0002339,SKU00179,WH005,RETURN,133,2023-10-21T00:00:00
TXN0002340,SKU00094,WH005,RETURN,186,2024-02-15T00:00:00
