purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO000752,SUP026,ITM00021,457,2025-08-11,2025-09-20,Delayed
PO000753,SUP020,SKU00054,61,2025-07-09,2025-08-27,Delayed
PO000754,SUP030,ITM00158,386,2024-02-02,03/18/2024,Delayed
PO000755,SUP026,PRO00198,162,2023-05-05,2023-05-15,Delivered
PO000756,SUP018,ITM00023,474,2025-02-24,03/02/2025,Delivered
PO000757,SUP005,PRO00013,209,2025-05-11,2025-06-12,Pending
PO000758,SUP028,PRO00027,235,2025-07-30,2025-09-03,Cancelled
PO000759,SUP027,PRO00198,160,2024-02-08,2024-03-10,Cancelled
PO000760,SUP016,PRO00012,509,2023-04-04,2023-05-18,Delivered
PO000761,SUP024,SKU00083,448,2023-02-01,2023-02-12,Cancelled
PO000762,SUP010,ITM00071,272,2025-06-07,2025-06-15,Cancelled
PO000763,SUP014,ITM00105,190,2024-09-13,2024-09-19,In Transit
PO000764,SUP023,ITM00071,405,2023-01-24,2023-02-16,Delivered
PO000765,SUP029,SKU00089,199,2024-06-21,2024-08-02,Delivered
PO000766,SUP001,SKU00054,386,2024-05-02,2024-05-08,In Transit
PO000767,SUP015,PRO00115,115,2024-07-26,2024-08-15,Pending
PO000768,SUP015,SKU00154,209,2023-04-07,2023-05-11,Delivered
PO000769,SUP029,SKU00152,312,2023-02-13,2023-03-24,In Transit
PO000770,SUP028,PROD00073,249,03/30/2024,2024-04-14,Delayed
PO000771,SUP026,SKU00142,511,2024-01-12,2024-01-28,Cancelled
PO000772,SUP023,SKU00152,86,2024-04-23,2024-05-09,Cancelled
PO000773,SUP004,PROD00185,353,2024-11-21,2024-12-06,Delayed
PO000774,SUP009,ITM00070,535,2025-01-22,2025-01-31,Delivered
PO000775,SUP022,PRO00100,111,2023-11-06,2023-12-23,Pending
PO000776,SUP020,PROD00102,535,2023-06-14,2023-07-27,In Transit
PO000777,SUP010,PROD00059,334,2024-08-05,2024-08-18,Delivered
PO000778,SUP029,PROD00080,204,2025-01-14,2025-01-22,Delivered
PO000779,SUP016,SKU00046,508,2024-01-26,2024-02-01,Cancelled 
PO000780,SUP005,PRO00019,377,2023-12-08,2024-01-06,Pending
PO000781,SUP009,PRO00109,292,2023-10-22,2023-11-12,Cancelled
PO000782,SUP007,PROD00075,348,2025-06-07,2025-07-18,Pending
PO000783,SUP009,PROD00136,200,2024-11-04,2024-12-23,Pending
PO000784,SUP015,PROD00062,523,2025-04-25,2025-06-07,Pending
PO000785,SUP008,PROD00149,525,2024-06-12,2024-07-12,Delayed
PO000786,SUP029,PROD00192,410,2024-12-09,2025-01-01,Delivered
PO000787,SUP023,SKU00088,186,2024-08-09,2024-09-26,Delayed
PO000788,SUP009,SKU00079,155,2023-08-07,2023-09-15,Pending
PO000789,SUP015,SKU00181,269,2024-08-30,2024-09-25,Pending
PO000790,SUP029,SKU00142,267,,2024-06-12,Cancelled
PO000791,SUP009,PRO00148,423,2025-06-17,2025-07-24,Pending
PO000792,SUP011,PRO00133,183,2023-03-27,25-04-2023,In Transit
PO000793,SUP012,PROD00168,496,2023-12-21,2024-02-04,Cancelled
PO000794,SUP006,PRO00005,60,21-07-2025,2025-07-29,Delayed
PO000795,SUP021,PROD00125,486,2024-11-13,2024-11-24,Delivered
PO000796,SUP004,PROD00051,347,2024-06-19,2024-07-28,In Transit
PO000797,SUP001,SKU00020,242,2025-04-28,2025-05-18,Delivered
PO000798,SUP008,PRO00104,301,2023-03-11,2023-04-19,In Transit
PO000799,SUP029,SKU00143,237,2023-09-12,2023-10-06,Cancelled
PO000800,SUP022,PRO00183,,2025-04-06,2025-05-20,In Transit
PO000801,SUP009,SKU00152,62,2023-05-06,2023-05-26,Delivered
PO000802,SUP003,SKU00057,503,2023-03-19,2023-04-27,Delayed
PO000803,SUP028,SKU00159,401,2023-07-15,2023-07-28,Delayed
PO000804,SUP014,PROD00187,126,2025-02-14,2025-04-01,In Transit
PO000805,SUP019,PRO00010,543,2025-01-27,2025-02-06,In Transit
PO000806,SUP027,PROD00136,219,2025-09-01,2025-10-11,Delayed
PO000807,SUP002,PROD00008,533,2023-09-30,2023-10-16,In Transit 
PO000808,SUP014,PRO00081,159,2024-07-08,2024-08-12,Delivered
PO000809,SUP022,ITM00172,185,2024-12-19,04-01-2025,Pending
PO000810,SUP022,PROD00024,214,16-09-2025,2025-10-28,In Transit
PO000811,SUP025,PRO00003,55,2024-06-05,2024-06-23,Cancelled
PO000812,SUP013,PROD00165,321,2025-03-24,2025-05-04,Pending
PO000813,SUP029,PROD00167,313,20-02-2023,2023-03-10,
PO000814,SUP021,PROD00123,473,2024-09-18,17-10-2024,Cancelled
PO000815,SUP019,ITM00128,225,2025-07-31,2025-09-15,Delayed
PO000816,SUP001,SKU00079,83,2023-12-15,2024-01-15,Delivered
PO000817,SUP004,PRO00037,485,2023-10-03,2023-10-08,Pending
PO000818,SUP016,PRO00087,62,2024-12-07,2024-12-15,Delayed
PO000819,SUP029,PRO00037,125,2023-10-12,2023-11-24,Delayed 
PO000820,SUP009,ITM00128,226,2023-05-27,2023-07-01,Cancelled
PO000821,SUP009,PROD00006,66,2024-10-04,2024-11-14,In Transit
PO000822,SUP010,PRO00003,128,2023-10-30,2023-11-04,Cancelled
PO000823,SUP028,ITM00200,76,2024-03-13,2024-03-29,
PO000824,SUP007,PRO00007,197,2023-03-11,2023-03-18,Cancelled
PO000825,SUP020,SKU00069,122,2024-12-28,2025-01-21,Pending
PO000826,SUP009,SKU00088,422,2024-01-30,2024-02-17,Delivered
PO000827,SUP010,PRO00076,62,2024-07-08,2024-08-16,Pending
PO000828,SUP002,SKU00009,487,2025-03-10,2025-03-26,Delivered
PO000829,SUP017,PRO00076,159,2024-06-23,2024-07-07,Pending
PO000830,SUP022,PRO00066,446,2024-05-09,2024-05-26,Pending
PO000831,SUP011,PROD00049,332,2023-11-10,2023-11-20,Delivered
PO000832,SUP003,SKU00083,173,2024-04-04,2024-04-12,In Transit
PO000833,SUP008,PRO00037,502,2025-02-03,2025-03-15,Cancelled
PO000834,SUP020,PROD00187,348,,2023-12-31,Delayed
PO000835,SUP008,PROD00004,97,2024-07-22,2024-08-11,Delayed
PO000836,SUP022,SKU00069,522,2024-05-11,2024-05-17,In Transit
PO000837,SUP007,ITM00175,252,2025-07-28,2025-08-10,Pending
PO000838,SUP019,PRO00137,68,2023-12-31,2024-01-24,In Transit
PO000839,SUP006,PROD00024,476,2023-11-01,2023-11-20,Pending
PO000840,SUP013,PRO00119,411,,2023-01-07,Pending
PO000841,SUP025,PRO00198,54,2024-06-18,2024-07-09,Delayed
PO000842,SUP023,PRO00003,284,2024-12-08,2024-12-20,Pending
PO000843,SUP013,PROD00184,96,2024-06-08,2024-07-06,Delivered
PO000844,SUP008,ITM00135,466,2024-02-10,2024-03-07,Cancelled
PO000845,SUP002,PROD00045,328,05/11/2024,2024-05-30,Pending
PO000846,SUP027,PRO00078,153,05/18/2025,2025-06-23,Cancelled
PO000847,SUP015,ITM00099,513,2023-11-12,2023-12-19,In Transit
PO000848,SUP016,ITM00110,98,2024-04-30,2024-06-16,Pending
PO000849,SUP024,PRO00078,467,2025-01-20,2025-02-12,In Transit
PO000850,SUP023,PROD00018,404,2023-10-31,2023-12-04,In Transit
PO000851,SUP004,ITM00158,261,2025-09-12,2025-10-28,Delivered
PO000852,SUP008,PROD00174,79,2024-10-16,2024-11-07,Cancelled
PO000853,SUP017,PROD00123,431,2023-07-10,2023-07-30,Cancelled
PO000854,SUP013,ITM00025,534,2023-03-23,2023-04-21,Pending
PO000855,SUP023,ITM00110,373,2025-01-27,2025-03-15,
PO000856,SUP016,PROD00084,287,2024-01-03,2024-01-22,Cancelled
PO000857,SUP017,PROD00165,281,2023-09-29,2023-11-15,Delayed
PO000858,SUP006,PRO00066,217,2023-12-11,2023-12-17,In Transit
PO000859,SUP014,ITM00200,149,2023-04-10,2023-04-16,Delivered
PO000860,SUP001,PROD00090,504,2023-09-27,2023-11-15,Delivered
PO000861,SUP027,SKU00083,124,2023-09-30,2023-10-08,In Transit
PO000862,SUP001,ITM00127,335,2023-09-12,2023-10-02,Cancelled
PO000863,SUP022,SKU00009,494,2025-04-03,2025-04-12,In Transit
PO000864,SUP019,SKU00093,206,2023-06-05,2023-07-15,Cancelled
PO000865,SUP013,ITM00126,427,2023-06-21,2023-08-04,Pending
PO000866,SUP022,PROD00125,267,2023-12-31,2024-01-23,Pending
PO000867,SUP009,ITM00001,,2023-11-10,2023-12-07,Cancelled
PO000868,SUP002,PRO00022,205,2025-03-31,2025-05-16,In Transit
PO000869,SUP023,SKU00035,303,2025-08-02,2025-09-01,In Transit
PO000870,SUP002,PROD00080,382,2023-04-24,2023-05-09,In Transit
PO000871,SUP020,PROD00153,57,2024-07-30,2024-08-29,In Transit
PO000872,SUP014,PROD00185,500,2024-06-12,2024-07-28,Pending
PO000873,SUP008,ITM00166,462,2023-07-06,2023-07-13,In Transit
PO000874,SUP020,ITM00033,284,2024-03-03,2024-03-16,Delivered
PO000875,SUP016,SKU00142,315,,2025-09-27,Pending
PO000876,SUP001,ITM00099,499,,2023-08-10,Pending
PO000877,SUP009,ITM00111,315,2024-08-08,2024-08-31,Delivered
PO000878,SUP014,PROD00167,467,2023-06-13,07/29/2023,Pending
PO000879,SUP005,PRO00007,296,2025-09-01,2025-10-12,Cancelled
PO000880,SUP008,PRO00076,234,2025-01-08,2025-02-25,
PO000881,SUP026,PRO00144,421,2023-08-28,2023-09-30,In Transit
PO000882,SUP018,ITM00011,321,2024-08-30,2024-10-08,Pending
PO000883,SUP020,PRO00007,306,2024-10-04,2024-11-23,Pending
PO000884,SUP024,PRO00053,413,2024-10-17,2024-11-10,In Transit
PO000885,SUP026,SKU00093,159,2025-06-23,2025-08-12,In Transit
PO000886,SUP008,SKU00054,310,2023-04-29,2023-06-03,In Transit
PO000887,SUP013,PROD00125,78,2023-10-22,2023-11-28,Delivered
PO000888,SUP014,PRO00032,389,2025-05-20,2025-06-12,
PO000889,SUP013,ITM00158,87,2025-03-14,2025-03-21,Pending
PO000890,SUP003,PRO00047,228,2024-02-02,2024-02-09,Delayed
PO000891,SUP008,PRO00195,214,2025-02-13,2025-02-21,Pending
PO000892,SUP007,SKU00020,260,2023-04-10,2023-04-21,In Transit
PO000893,SUP023,PROD00153,548,2024-03-02,2024-04-17,Cancelled
PO000894,SUP021,PROD00080,414,2023-02-27,2023-03-22,Cancelled
PO000895,SUP003,PROD00178,205,2025-08-16,2025-09-30,Pending
PO000896,SUP030,PRO00095,472,2023-05-01,2023-06-01,Delayed
PO000897,SUP023,PRO00064,227,2023-06-30,2023-07-18,Cancelled
PO000898,SUP010,ITM00050,463,2024-11-25,2024-12-18,Delayed
PO000899,SUP012,PROD00160,,2024-11-03,2024-11-09,Pending
PO000900,SUP006,SKU00020,70,2024-06-13,2024-07-13,Delivered
PO000901,SUP006,PROD00168,345,2025-06-27,2025-07-30,Pending
PO000902,SUP011,PRO00052,196,2023-05-13,2023-06-10,Delivered
PO000903,SUP030,PRO00074,358,2025-03-05,2025-04-08,Cancelled
PO000904,SUP008,PROD00132,457,2023-02-01,14-02-2023,Delayed
PO000905,SUP013,ITM00200,207,2023-08-10,2023-08-29,Pending
PO000906,SUP017,PRO00163,538,2025-02-24,2025-03-13,In Transit
PO000907,SUP030,PRO00097,259,2025-06-25,07/15/2025,Delivered
PO000908,SUP002,PRO00019,290,2023-01-27,2023-03-15,Delayed
PO000909,SUP026,ITM00036,411,2025-01-22,2025-02-11,Pending
PO000910,SUP027,PRO00013,434,2025-09-19,2025-09-25,Cancelled
PO000911,SUP012,PROD00149,328,2024-08-04,2024-08-15,Delivered
PO000912,SUP002,PROD00185,182,2025-01-17,2025-02-22, Pending
PO000913,SUP009,PROD00191,348,2024-06-14,2024-06-23,Delayed
PO000914,SUP023,PROD00045,326,2023-08-27,2023-09-23,In Transit
PO000915,SUP017,PRO00157,269,2024-07-22,2024-08-12,Pending
PO000916,SUP012,PROD00136,263,2023-08-26,2023-09-05,Cancelled
PO000917,SUP025,PROD00125,326,2025-09-20,2025-09-29,Delayed
PO000918,SUP001,PROD00187,255,2023-12-03,2024-01-16,In Transit
PO000919,SUP021,ITM00063,406,2025-04-08,2025-04-19,Cancelled
PO000920,SUP024,PRO00151,203,2023-05-25,2023-07-03,Cancelled
PO000921,SUP011,PROD00136,101,2025-04-29,2025-06-12,In Transit
PO000922,SUP029,PROD00149,418,2023-06-12,2023-07-26,Cancelled
PO000923,SUP030,ITM00166,167,2024-05-05,2024-05-17,In Transit
PO000924,SUP028,PRO00027,247,2024-02-20,2024-03-01,Delivered 
PO000925,SUP027,SKU00186,62,2024-03-22,2024-03-27,Pending
PO000926,SUP020,SKU00138,381,2024-03-19,2024-04-29,Delayed
PO000927,SUP027,SKU00067,519,2024-03-16,2024-03-31,Cancelled
PO000928,SUP008,PROD00048,112,2025-06-26,03-07-2025,In Transit
PO000929,SUP011,SKU00083,473,2024-02-08,2024-03-08,In Transit
PO000930,SUP026,SKU00188,430,2024-01-06,2024-02-07,In Transit
PO000931,SUP014,PROD00008,149,2024-06-23,2024-07-01,Delivered
PO000932,SUP029,SKU00088,299,2024-08-30,2024-10-13,Pending
PO000933,SUP025,ITM00050,495,2024-08-18,09/01/2024,Delayed
PO000934,SUP006,SKU00194,524,2025-06-23,2025-07-06,Delayed
PO000935,SUP007,SKU00094,141,2023-02-06,2023-03-14,Cancelled
PO000936,SUP004,ITM00127,267,2025-05-20,2025-06-29,
PO000937,SUP011,PROD00165,248,2023-02-24,2023-03-21,Pending
PO000938,SUP008,PROD00192,387,2023-01-08,2023-01-14,In Transit
PO000939,SUP017,SKU00190,392,2023-01-05,2023-02-11,Pending
PO000940,SUP014,PROD00185,418,2023-12-29,2024-01-12,In Transit
PO000941,SUP012,PRO00183,190,2024-02-27,2024-03-15,
PO000942,SUP007,ITM00063,359,2024-11-20,2024-12-12,Delivered
PO000943,SUP019,PRO00064,188,2025-02-27,2025-03-25,Delayed
PO000944,SUP029,PRO00066,546,2023-02-28,2023-03-20,Pending
PO000945,SUP025,ITM00139,448,2025-01-22,2025-02-28,Pending
PO000946,SUP013,SKU00061,306,2024-03-12,2024-04-22,Delivered
PO000947,SUP027,ITM00025,153,2024-05-25,2024-07-02,Pending
PO000948,SUP006,PRO00005,415,2024-04-24,2024-05-04,Delayed
PO000949,SUP019,SKU00067,103,2024-11-03,2024-11-13,Delivered
PO000950,SUP016,SKU00120,362,2024-03-14,2024-04-25,Cancelled
PO000951,SUP028,SKU00138,90,2024-03-05,2024-04-01,Delivered
PO000952,SUP004,PRO00151,129,2025-09-13,2025-10-28,Delivered
PO000953,SUP025,PRO00195,74,2024-11-24,2025-01-08,Cancelled
PO000954,SUP026,SKU00067,357,2024-09-13,2024-10-07,Delivered
PO000955,SUP013,SKU00082,534,2023-07-29,2023-09-17,Pending
PO000956,SUP022,ITM00114,421,2025-08-17,09/14/2025,Delivered
PO000957,SUP023,ITM00025,450,2025-06-20,2025-08-01,Pending
PO000958,SUP015,PRO00137,160,2025-04-22,2025-05-28,In Transit
PO000959,SUP010,PRO00131,345,2023-07-17,2023-08-12,Pending
PO000960,SUP007,PROD00102,523,2024-02-21,2024-04-08,In Transit
PO000961,SUP010,ITM00040,476,2024-03-27,2024-04-18,Pending
PO000962,SUP021,PROD00182,460,2024-02-10,2024-02-18,Pending
PO000963,SUP015,PRO00068,222,2024-07-11,2024-07-29,Pending
PO000964,SUP023,SKU00138,490,2023-11-02,2023-12-15,In Transit
PO000965,SUP017,SKU00093,342,2023-11-15,2023-12-23,Cancelled
PO000966,SUP004,PRO00131,88,2025-02-09,2025-03-25,Cancelled
PO000967,SUP012,PRO00038,354,2025-01-05,2025-01-16,Delivered
PO000968,SUP009,PRO00060,127,2024-08-15,2024-09-20,Pending
PO000969,SUP010,SKU00067,84,2025-01-02,2025-01-22,Cancelled
PO000970,SUP030,ITM00091,499,2025-06-17,2025-06-30,Delivered
PO000971,SUP014,PROD00174,321,2023-10-04,2023-11-13,In Transit
PO000972,SUP001,SKU00138,404,2023-06-28,2023-07-10,Delayed
PO000973,SUP006,PROD00125,205,2023-02-16,2023-04-01,Delivered
PO000974,SUP030,SKU00130,203,2023-10-31,2023-11-20,Delayed
PO000975,SUP017,PROD00123,377,2025-03-08,2025-04-19,In Transit
PO000976,SUP025,ITM00189,140,2025-06-14,2025-06-28,Delayed
PO000977,SUP020,ITM00023,73,,2024-04-10,Cancelled
PO000978,SUP004,ITM00023,108,2025-07-10,2025-08-11,In Transit
PO000979,SUP029,PROD00123,62,2023-12-12,2024-01-23,In Transit
PO000980,SUP028,PROD00045,96,2023-04-10,2023-05-23,Cancelled
PO000981,SUP004,ITM00050,122,2024-02-21,2024-04-01,Delivered
PO000982,SUP015,PROD00004,449,2025-01-20,2025-02-01,Delivered
PO000983,SUP013,SKU00138,477,2024-03-22,2024-04-22,Delayed
PO000984,SUP014,PRO00180,463,2024-11-10,2024-12-05,Pending
PO000985,SUP012,PROD00125,206,2023-07-27,2023-08-02,Pending
PO000986,SUP026,SKU00089,457,2024-08-29,2024-09-14,Cancelled
PO000987,SUP014,PRO00053,199,,2024-08-21,Cancelled
PO000988,SUP021,ITM00050,241,,2025-04-20,Delivered
PO000989,SUP015,PROD00191,397,2023-07-18,2023-08-24,Delivered
PO000990,SUP012,ITM00040,462,2023-07-14,2023-07-28,In Transit
PO000991,SUP005,SKU00154,512,2023-02-14,2023-03-07,Delayed
PO000992,SUP002,PROD00045,98,2025-05-24,2025-06-24,Pending
PO000993,SUP023,PRO00030,72,2023-03-30,2023-04-06,Delivered
PO000994,SUP009,ITM00001,99,2024-10-12,2024-11-26,Cancelled
PO000995,SUP028,PRO00144,151,2025-07-26,2025-08-17,Pending
PO000996,SUP015,SKU00142,248,2023-12-23,2024-02-08,In Transit
PO000997,SUP028,PRO00029,328,,2025-10-21,Delivered
PO000998,SUP013,PRO00163,62,2024-03-07,2024-04-10,Delayed
PO000999,SUP013,ITM00110,85,2024-05-01,2024-06-04,Delayed
PO001000,SUP006,ITM00111,65,2024-11-05,2024-11-15,Cancelled
PO001001,SUP007,PROD00075,,2023-07-28,2023-09-08,Delayed
PO001002,SUP012,PROD00123,403,2023-04-21,2023-05-22,In Transit
PO001003,SUP022,PROD00018,517,2023-07-15,2023-08-23,Delivered
PO001004,SUP009,PROD00048,226,2024-11-04,2024-12-02,Pending
PO001005,SUP009,PROD00044,503,2025-07-01,2025-08-13,Delayed
PO001006,SUP006,PROD00136,261,2023-11-01,2023-12-02,Pending
PO001007,SUP006,ITM00043,171,2023-10-08,2023-11-03,Pending
PO001008,SUP006,PROD00192,60,2023-11-14,2023-12-31,In Transit
PO001009,SUP005,ITM00127,358,2023-02-08,2023-02-20,Cancelled
PO001010,SUP020,SKU00054,394,2023-05-05,2023-05-25,In Transit
PO001011,SUP007,PRO00005,71,2024-08-31,2024-09-07,In Transit
PO001012,SUP005,SKU00186,314,2024-07-06,2024-07-12,Delayed
PO001013,SUP021,SKU00035,151,2023-09-13,2023-10-04,Delayed
PO001014,SUP005,PROD00107,177,2024-12-10,2024-12-29,Delivered
PO001015,SUP030,PROD00192,358,2025-02-14,2025-03-28,Delivered
PO001016,SUP006,ITM00105,516,2025-07-05,2025-08-22,Delayed
PO001017,SUP026,PRO00193,393,2025-07-30,2025-08-10,Cancelled
PO001018,SUP026,PRO00012,451,2023-05-28,2023-07-10,Delivered
PO001019,SUP001,ITM00071,313,2024-09-24,2024-10-26,Pending
PO001020,SUP010,SKU00046,51,,2024-08-19,Cancelled
PO001021,SUP009,PROD00167,95,2025-05-22,2025-06-14,In Transit
PO001022,SUP019,SKU00054,362,2023-04-11,22-05-2023,Delayed
PO001023,SUP018,ITM00200,279,2023-12-08,2024-01-24,In Transit
PO001024,SUP018,SKU00103,,2024-02-23,2024-04-01,Cancelled
PO001025,SUP025,PROD00084,117,2023-06-14,2023-06-30,Cancelled
PO001026,SUP030,PROD00132,392,2023-08-12,2023-09-13,Delivered
PO001027,SUP028,PROD00167,217,2023-01-18,2023-02-23,Cancelled
PO001028,SUP005,ITM00127,341,2023-11-29,2024-01-06,Delivered
PO001029,SUP010,ITM00043,53,2025-06-13,2025-06-25,Cancelled
PO001030,SUP016,SKU00116,278,2023-09-01,2023-09-06, Delayed
PO001031,SUP006,ITM00175,476,2025-02-02,2025-02-08,Pending
PO001032,SUP022,PRO00003,526,2023-04-11,2023-05-19,In Transit
PO001033,SUP024,SKU00079,479,2023-02-11,2023-03-20,Pending
PO001034,SUP004,PRO00032,97,2025-02-20,2025-04-02,Delayed
PO001035,SUP027,PROD00004,435,2025-08-03,2025-08-28,Delayed
PO001036,SUP024,PRO00087,523,2023-02-15,2023-03-07,Delivered
PO001037,SUP029,PRO00003,240,,2025-03-20,In Transit
PO001038,SUP004,PROD00062,367,2023-06-25,2023-08-06,Pending
PO001039,SUP025,SKU00061,391,2023-06-15,07/03/2023,Cancelled
PO001040,SUP030,ITM00158,549,2023-03-26,2023-04-16, Pending
PO001041,SUP001,PROD00073,228,2024-02-17,2024-02-28,Delivered
PO001042,SUP015,ITM00175,429,2023-08-11,2023-08-28,In Transit
PO001043,SUP018,ITM00023,367,2025-05-13,2025-06-11,Delayed
PO001044,SUP006,ITM00189,328,2024-06-03,2024-07-14,Delivered
PO001045,SUP021,PROD00125,327,2025-07-31,2025-09-06,In Transit
PO001046,SUP014,SKU00054,139,2024-09-02,2024-09-14,Cancelled
PO001047,SUP004,SKU00069,306,2023-09-12,2023-10-06,In Transit
PO001048,SUP022,PROD00167,247,2025-08-18,2025-09-01,Pending
PO001049,SUP028,SKU00093,542,2025-01-17,2025-02-24,Cancelled
PO001050,SUP005,SKU00061,347,2025-01-25,2025-02-13,In Transit
PO001051,SUP012,PROD00117,336,2025-05-26,2025-06-14,Cancelled
PO001052,SUP011,SKU00088,306,2024-01-02,2024-01-16,Delivered
PO001053,SUP025,PRO00012,226,2023-12-28,2024-02-13,Pending
PO001054,SUP018,ITM00099,309,2023-10-21,2023-11-08,Delayed
PO001055,SUP009,SKU00031,524,2023-01-20,2023-02-27,Pending
PO001056,SUP008,PRO00005,160,2025-06-15,2025-07-01,Cancelled
PO001057,SUP003,PROD00167,525,2023-12-12,2023-12-22,Delayed
PO001058,SUP006,PRO00095,261,2023-04-19,2023-04-30,Pending
PO001059,SUP001,SKU00154,427,2025-08-31,2025-09-05,Delivered
PO001060,SUP023,PROD00073,91,2025-02-27,2025-03-27,
PO001061,SUP002,PROD00059,244,2025-09-17,2025-10-21,Delayed
PO001062,SUP012,PROD00185,478,2023-07-10,25-08-2023, Delayed 
PO001063,SUP019,ITM00077,209,2024-01-16,2024-02-17,Delivered
PO001064,SUP026,PROD00149,219,2024-07-27,2024-08-25,In Transit
PO001065,SUP006,PRO00029,119,2024-03-28,2024-04-29,Delivered
PO001066,SUP005,PRO00198,122,2024-02-25,2024-03-10,Cancelled
PO001067,SUP005,ITM00135,216,2023-12-10,2024-01-15,Delivered
PO001068,SUP002,PRO00144,347,2024-01-22,2024-03-09,Pending
PO001069,SUP022,SKU00143,87,2024-05-16,2024-06-11,Delayed
PO001070,SUP024,SKU00120,335,2023-06-19,2023-07-11,In Transit
PO001071,SUP024,ITM00040,546,2025-08-24,2025-09-18,Delayed
PO001072,SUP023,PROD00178,414,2023-05-16,06/08/2023,Delivered
PO001073,SUP012,ITM00033,527,2025-02-03,2025-03-16,Delivered
PO001074,SUP012,PRO00017,245,2024-12-29,2025-01-17,
PO001075,SUP027,ITM00126,71,2025-05-09,2025-05-23,Pending
PO001076,SUP017,PROD00024,429,2023-10-07,2023-10-24,Delivered
PO001077,SUP023,ITM00158,481,2024-12-12,2025-01-26,Delayed
PO001078,SUP024,ITM00158,144,2024-10-11,2024-11-01,Pending
PO001079,SUP028,PROD00080,185,2023-11-22,2023-12-26,Cancelled
PO001080,SUP018,SKU00002,103,2024-10-16,2024-11-30,Delayed
PO001081,SUP029,ITM00105,354,2023-05-03,2023-06-03,In Transit
PO001082,SUP012,SKU00031,234,2024-07-31,2024-08-15,Delayed
PO001083,SUP002,ITM00175,303,2023-09-27,2023-11-11,Cancelled
PO001084,SUP027,PROD00199,52,06-08-2024,2024-09-14,Cancelled
PO001085,SUP020,PROD00147,432,2023-10-01,2023-11-02,In Transit
PO001086,SUP015,PROD00199,534,2024-12-24,2025-01-11,Delivered
PO001087,SUP016,PRO00115,188,2024-12-25,2025-01-19,Pending
PO001088,SUP002,PROD00123,335,2023-04-29,2023-06-12,Pending
PO001089,SUP008,PRO00012,204,2024-01-05,2024-02-06,In Transit
PO001090,SUP028,PRO00109,548,2025-01-30,2025-02-25,Delivered
PO001091,SUP009,PRO00161,236,2024-01-04,2024-01-13,In Transit
PO001092,SUP020,SKU00009,393,2023-08-04,2023-09-13,Delivered
PO001093,SUP015,PRO00029,220,2024-07-08,2024-07-15,Delivered
PO001094,SUP018,ITM00058,181,2023-01-23,2023-02-09,In Transit
PO001095,SUP011,PRO00115,94,2023-05-23,2023-06-08,In Transit
PO001096,SUP007,SKU00054,103,2023-07-02,2023-07-28,Pending
PO001097,SUP022,SKU00116,219,2024-06-11,2024-07-02,Pending
PO001098,SUP007,SKU00086,380,2023-02-26,03/16/2023,In Transit
PO001099,SUP001,SKU00120,371,2024-10-28,2024-12-15,Delivered
PO001100,SUP013,SKU00101,459,2024-08-18,2024-08-26,Delivered
PO001101,SUP026,PROD00018,56,2023-12-10,2023-12-22,Delayed
PO001102,SUP009,SKU00041,217,2025-01-11,2025-02-26,Pending
PO001103,SUP021,PROD00132,184,2024-06-09,2024-06-16,Delivered
PO001104,SUP005,SKU00118,208,2024-03-18,2024-05-01,In Transit
PO001105,SUP001,ITM00036,203,2023-02-01,2023-03-01,In Transit
PO001106,SUP003,PROD00049,294,2025-02-21,2025-03-11,Delivered 
PO001107,SUP002,PRO00095,493,2024-07-27,2024-09-11,Delayed
PO001108,SUP011,ITM00065,363,2024-01-26,2024-03-15,Delivered
PO001109,SUP001,PROD00107,295,2023-06-02,2023-06-27,Cancelled
PO001110,SUP029,SKU00067,489,2024-10-03,2024-10-08,Delivered
PO001111,SUP002,PRO00052,128,2024-08-06,2024-09-20,Pending
PO001112,SUP007,PRO00007,148,2024-08-25,07-09-2024,Cancelled
PO001113,SUP025,ITM00058,232,2023-06-24,2023-07-15,Cancelled
PO001114,SUP028,SKU00079,538,2025-06-24,2025-07-19,Pending
PO001115,SUP011,PROD00187,64,2023-06-10,2023-06-22,In Transit
PO001116,SUP002,SKU00082,254,12/03/2023,2023-12-19,Delayed
PO001117,SUP016,PROD00090,318,2025-09-18,2025-10-12,Pending
PO001118,SUP007,PROD00174,171,,2024-07-11,Pending 
PO001119,SUP019,PRO00148,311,2023-07-09,2023-08-20,Pending
PO001120,SUP019,SKU00154,154,2024-06-04,2024-06-19,In Transit
PO001121,SUP025,PRO00146,290,2025-05-08,2025-06-27,Cancelled
PO001122,SUP018,PRO00060,330,2023-04-03,2023-05-04,Delayed
PO001123,SUP005,SKU00020,306,2023-04-19,2023-05-15,Delayed
PO001124,SUP006,ITM00200,491,,2025-01-21,Delivered
PO001125,SUP008,SKU00179,418,2024-12-27,2025-01-18,In Transit
PO001126,SUP011,PROD00168,386,2024-04-10,2024-04-28,Delayed
PO001127,SUP008,PRO00137,178,01-04-2025,2025-05-06,Cancelled
PO001128,SUP024,ITM00128,329,2023-08-27,2023-10-03,Delivered
PO001129,SUP010,PRO00162,178,2023-06-19,2023-06-29,Pending
PO001130,SUP011,SKU00082,480,2025-02-21,2025-03-11,Delivered
PO001131,SUP011,SKU00098,491,2024-07-19,09-08-2024,In Transit
