order_id,customer_id,sku,qty,order_date,status
ORD000992,CUST00356,PROD00136,25,2024-09-27,
ORD000993,CUST00208,ITM00127,42,2023-01-25,Completed
ORD000994,CUST00171,SKU00098,36,2023-11-18,Shipped
ORD000995,CUST00387,PRO00038,63,2023-09-29,Completed
ORD000996,CUST00034,PROD00174,78,2024-08-24,Pending
ORD000997,CUST00384,PROD00048,7,2025-08-05, Processing
ORD000998,,PROD00171,55,2023-02-25,Shipped
ORD000999,CUST00163,PRO00104,17,2025-01-25,Processing
ORD001000,CUST00152,PROD00191,49,2024-04-08,Pending
ORD001001,,PROD00187,13,,Cancelled
ORD001002,CUST00165,SKU00142,96,2023-09-28,Shipped
ORD001003,CUST00437,PROD00080,26,2025-08-25,Cancelled
ORD001004,CUST00460,SKU00143,67,2025-08-19,Shipped
ORD001005,CUST00334,ITM00114,76,2024-07-08,Processing
ORD001006,CUST00345,PROD00132,84,2023-04-22,Cancelled
ORD001007,CUST00278,SKU00196,99,,Pending
ORD001008,CUST00079,PROD00073,100,2024-01-15,Shipped
ORD001009,CUST00236,SKU00122,92,2025-06-22,Cancelled
ORD001010,CUST00325,PROD00125,40,2025-08-17,Pending
ORD001011,CUST00431,PRO00017,40,2025-01-06,Cancelled
ORD001012,CUST00461,SKU00197,,2023-06-03,Pending
ORD001013,CUST00405,PRO00161,79,2023-10-17,Processing
ORD001014,CUST00444,ITM00166,33,2025-02-19,Cancelled
ORD001015,CUST00080,ITM00063,26,2025-07-04,Pending
ORD001016,CUST00390,PRO00085,52,2024-09-07,Processing
ORD001017,CUST99999,SKU00122,50,2023-09-05,Completed
ORD001018,CUST00307,ITM00139,96,2025-05-10,Shipped
ORD001019,CUST00419,PROD00045,93,2023-05-24,Completed
ORD001020,CUST00315,PROD00199,67,2024-09-25,Completed
ORD001021,CUST00098,PRO00133,98,2023-06-21,Processing
ORD001022,CUST00469,PROD00051,61,2025-07-19,Completed
ORD001023,CUST00109,PROD00199,6,2025-05-24,Pending
ORD001024,CUST00042,PROD00102,46,2023-10-22,Shipped
ORD001025,CUST00323,ITM00036,87,2024-10-26,Completed
ORD001026,CUST00057,PRO00085,7,2025-02-15,Cancelled
ORD001027,CUST00282,PRO00146,49,2024-10-06,Completed
ORD001028,CUST00438,PROD00090,58,2023-11-07,Pending
ORD001029,CUST00010,PRO00155,59,2023-06-28,Processing
ORD001030,CUST00043,PRO00162,56,2024-07-30,Shipped 
ORD001031,CUST00010,PRO00119,46,2024-04-06,Shipped
ORD001032,CUST00384,PROD00123,88,,Pending
ORD001033,CUST00082,SKU00054,66,2024-04-30,Shipped
ORD001034,CUST00422,PROD00051,65,2025-03-15,Shipped
ORD001035,CUST00284,ITM00176,,2025-09-29,Cancelled
ORD001036,CUST00242,SKU00170,91,2025-03-18,Pending
ORD001037,CUST00036,PRO00007,,2023-10-23,Pending
ORD001038,CUST00107,PROD00108,77,2024-11-26,Pending
ORD001039,CUST00163,ITM00175,64,2023-02-15,Cancelled
ORD001040,CUST00247,ITM00070,44,2024-02-23,Completed
ORD001041,CUST00118,PRO00163,10,2023-09-12,Shipped
ORD001042,CUST00235,PRO00032,34,2023-01-04,Completed
ORD001043,CUST00292,PROD00165,48,2023-10-21,Pending
ORD001044,CUST00302,PROD00106,84,2025-09-10,Cancelled
ORD001045,CUST00163,ITM00034,87,2023-03-15,Pending
ORD001046,CUST00311,PRO00014,78,2024-12-20,Shipped
ORD001047,CUST00336,SKU00083,57,2024-07-07,Pending
ORD001048,CUST00454,ITM00001,59,2023-06-26,Cancelled
ORD001049,CUST00424,PRO00074,28,2025-03-26,Completed
ORD001050,CUST00345,SKU00130,2,2025-02-14,Shipped
ORD001051,CUST00264,PROD00149,25,02/20/2025,Shipped
ORD001052,CUST00433,ITM00166,28,2024-03-07,
ORD001053,CUST00346,PRO00198,68,2023-08-30,Processing
ORD001054,CUST00152,SKU00046,58,2024-06-01,Pending
ORD001055,CUST00434,ITM00200,74,2024-04-14,Completed
ORD001056,CUST00389,ITM00025,97,,Completed
ORD001057,CUST00259,PROD00016,36,2024-07-29,Shipped
ORD001058,CUST00256,ITM00034,16,2025-07-14,Shipped
ORD001059,CUST00407,PROD00102,70,2025-09-14,Pending
ORD001060,CUST00118,ITM00166,46,2025-08-10,Processing
ORD001061,CUST00314,SKU00093,48,2025-02-12,Processing
ORD001062,CUST00399,PROD00136,36,2023-10-30,Cancelled
ORD001063,CUST00021,ITM00050,95,2024-08-25,Pending
ORD001064,CUST00061,ITM00071,,2023-09-25,Cancelled
ORD001065,CUST00430,PRO00038,10,2025-06-08,Processing
ORD001066,CUST00052,SKU00173,88,2025-01-17,Shipped
ORD001067,CUST00217,PROD00145,18,2023-01-11,Completed
ORD001068,CUST00450,ITM00189,93,2024-10-14,Completed
ORD001069,CUST00225,PROD00108,67,2023-09-29,Completed
ORD001070,CUST00478,SKU00179,18,2024-09-03,Pending
ORD001071,CUST00462,PROD00106,99,2024-10-05,Completed
ORD001072,CUST00409,SKU00142,64,2024-06-25,Cancelled
ORD001073,CUST00374,PRO00022,65,2025-01-10,Cancelled
ORD001074,CUST00043,SKU00181,71,2024-07-20,Shipped
ORD001075,CUST00233,ITM00172,100,2023-04-15,Shipped
ORD001076,CUST00002,PROD00136,64,2024-11-13, Completed
ORD001077,CUST00145,PROD00121,29,2024-09-23,Shipped
ORD001078,CUST00013,ITM00172,55,2023-08-23,Pending
ORD001079,CUST00359,PRO00042,22,2025-09-29,Completed
ORD001080,CUST00007,PRO00017,91,2023-05-19,INVALID
ORD001081,CUST00356,PRO00076,86,2025-04-17,Completed
ORD001082,CUST00270,SKU00130,68,2025-03-22,Cancelled
ORD001083,,PROD00165,94,2023-09-03,Processing
ORD001084,CUST00331,PRO00146,94,2023-07-17,Shipped
ORD001085,CUST00109,ITM00134,33,2024-04-03,Pending
ORD001086,CUST00096,PRO00052,73,2024-04-08,Pending
ORD001087,CUST99999,SKU00181,45,2024-03-30,Shipped
ORD001088,CUST00256,PRO00104,71,,Processing
ORD001089,CUST00185,PRO00038,61,2023-03-16,Shipped
ORD001090,CUST00299,PROD00192,91,2023-12-29,Processing
ORD001091,CUST00121,SKU00159,69,2024-05-21,Pending
ORD001092,CUST00395,PRO00074,-1,2025-08-25,Cancelled
ORD001093,CUST00039,PRO00032,36,2025-05-06,Pending
ORD001094,CUST00433,ITM00111,35,2024-11-20,Completed
ORD001095,CUST00130,SKU00116,44,2023-04-18,Shipped 
ORD001096,CUST00267,SKU00054,20,2023-11-14,Processing
ORD001097,CUST00014,PROD00199,57,2023-01-14,Cancelled
ORD001098,CUST00381,ITM00043,21,2023-08-20,Pending
ORD001099,CUST00121,PROD00160,2,2023-04-25,Pending
ORD001100,CUST00378,PROD00018,80,2023-07-28,Shipped
ORD001101,CUST00185,PRO00078,67,2023-10-02,Cancelled
ORD001102,CUST00421,SKU00094,89,2023-04-11,Pending
ORD001103,CUST00083,PROD00174,62,2025-06-27, Completed
ORD001104,CUST00425,PRO00162,3,2023-04-02,Pending
ORD001105,CUST00440,PROD00090,84,2024-09-23,
ORD001106,CUST00242,PRO00038,26,2025-03-04,Shipped
ORD001107,CUST00487,PRO00109,83,,Completed
ORD001108,CUST00187,SKU00122,25,2025-05-01,Pending
ORD001109,CUST00137,SKU00186,40,2023-07-31,Cancelled
ORD001110,CUST00333,SKU00154,65,2025-07-17,Pending
ORD001111,CUST00463,PRO00193,26,2024-05-13,Cancelled
ORD001112,CUST00156,SKU00140,38,2025-08-08,Shipped
ORD001113,CUST00294,SKU00026,17,2023-11-14,Shipped
ORD001114,CUST00119,PRO00053,87,2024-12-25,Cancelled
ORD001115,CUST00138,ITM00134,91,2025-02-06,Pending
ORD001116,CUST00140,ITM00015,14,2023-04-03,Cancelled
ORD001117,CUST00416,SKU00141,2,2024-08-06,Cancelled
ORD001118,CUST00425,PRO00081,64,2023-08-21,Pending
ORD001119,CUST00409,PROD00145,89,2024-11-30,Pending
ORD001120,CUST00456,PRO00161,100,2025-01-19,Shipped
ORD001121,CUST00348,PRO00005,42,2023-09-16,Processing
ORD001122,CUST00381,SKU00116,97,2025-04-28,Shipped
ORD001123,CUST00326,ITM00021,18,2025-04-28,Processing
ORD001124,CUST00219,PRO00019,73,2023-01-13,Completed
ORD001125,CUST00245,PROD00108,74,2023-08-08, Shipped 
ORD001126,CUST00120,ITM00128,81,2025-02-17,Cancelled
ORD001127,CUST00454,PRO00038,65,,Shipped
ORD001128,CUST00012,PRO00037,43,2023-01-06,INVALID
ORD001129,CUST00186,PROD00073,64,2024-02-28,Shipped
ORD001130,CUST00126,ITM00021,19,2023-08-31,Shipped
ORD001131,CUST00166,PROD00121,95,2025-09-09,Cancelled
ORD001132,CUST00055,PRO00042,3,2023-06-15,INVALID
ORD001133,CUST00238,PRO00157,57,2023-04-06,Completed
ORD001134,CUST00399,PROD00145,45,2025-03-09,Cancelled
ORD001135,,PRO00078,43,2025-05-13,Processing
ORD001136,CUST00303,PRO00047,85,2023-08-28,Cancelled
ORD001137,CUST00186,SKU00140,6,2025-09-03,Processing
ORD001138,CUST00108,SKU00188,100,2024-05-31,Shipped
ORD001139,CUST00144,SKU00086,67,2024-07-04,INVALID
ORD001140,CUST00330,SKU00120,27,2024-06-21,Pending 
ORD001141,CUST00277,PROD00008,90,2023-10-27,Completed
ORD001142,CUST00288,PROD00187,36,2024-08-06,Completed
ORD001143,CUST00259,ITM00158,73,2025-01-27,Shipped
ORD001144,CUST00408,SKU00079,50,2024-08-04,Shipped
ORD001145,CUST00438,PRO00028,89,2024-04-15,Processing
ORD001146,CUST00404,PRO00014,44,2025-03-14,Cancelled
ORD001147,CUST00273,SKU00159,66,2025-05-06,Completed
ORD001148,CUST00309,PROD00187,35,2023-07-22,Cancelled
ORD001149,CUST00323,SKU00140,34,2025-04-26,Shipped
ORD001150,CUST00476,PROD00187,10,2024-04-24,Processing
ORD001151,CUST00269,PROD00044,43,09/27/2023,Pending
ORD001152,CUST00307,SKU00009,94,2023-01-04,Shipped
ORD001153,CUST00427,PRO00161,27,2023-06-21,Completed
ORD001154,CUST00152,PRO00119,32,2023-04-09,Processing
ORD001155,,PROD00145,69,2025-06-08,Completed
ORD001156,CUST00201,SKU00083,5,2025-03-22,Pending
ORD001157,CUST00250,SKU00086,68,2024-01-11,Cancelled
ORD001158,CUST00395,PROD00171,50,2024-03-28,Shipped
ORD001159,CUST00346,ITM00110,82,2024-12-14,Shipped
ORD001160,CUST00079,PRO00055,31,2025-02-22,Pending
ORD001161,,SKU00046,12,2024-12-12,Completed
ORD001162,CUST00485,PROD00125,14,2024-08-17,Cancelled
ORD001163,,PRO00161,58,2024-05-13,Completed
ORD001164,CUST00001,PROD00121,39,2023-08-09,Shipped
ORD001165,CUST00111,PROD00191,22,2024-11-17,
ORD001166,CUST00287,ITM00139,91,2025-06-22,Pending
ORD001167,CUST00454,SKU00067,33,2023-01-15,Shipped
ORD001168,CUST00164,ITM00021,32,2025-09-06,INVALID
ORD001169,CUST00270,ITM00128,40,2023-07-01,Processing
ORD001170,CUST00206,ITM00058,83,2023-06-24, Processing 
ORD001171,CUST00275,ITM00189,3,2024-09-27,Shipped
ORD001172,CUST00414,ITM00070,85,2024-06-13,Shipped
ORD001173,CUST00108,SKU00098,50,2023-06-26,Shipped
ORD001174,CUST00420,SKU00197,52,2025-02-13,Completed
ORD001175,CUST00174,PRO00010,15,2025-08-17,Completed
ORD001176,CUST00294,SKU00002,23,2024-11-14,Completed
ORD001177,CUST00460,PROD00187,36,2023-05-25,Processing
ORD001178,CUST00129,PRO00052,93,2024-05-21,Completed
ORD001179,CUST00200,SKU00098,24,2025-05-03,Cancelled
ORD001180,CUST00149,PROD00044,14,11-06-2023,Completed
ORD001181,CUST00394,PROD00024,14,,Shipped
ORD001182,CUST00153,PRO00146,75,2023-03-05,Completed
ORD001183,CUST00391,ITM00172,5,2024-06-29,Cancelled
ORD001184,CUST00488,PRO00144,57,2023-12-07,Pending
ORD001185,CUST00378,PRO00047,76,2023-09-27,Cancelled
ORD001186,CUST00269,ITM00077,51,2023-05-03,Pending
ORD001187,CUST00449,PRO00157,65,2023-03-06,Cancelled
ORD001188,CUST00444,ITM00021,77,2025-04-04,Shipped
ORD001189,,SKU00122,35,2023-01-04,Processing
ORD001190,CUST00202,ITM00175,96,,
ORD001191,CUST00276,PROD00051,69,2025-01-07,Cancelled
ORD001192,CUST00175,PROD00008,13,2023-04-25,Shipped
ORD001193,CUST00212,SKU00142,20,2024-04-03,Shipped
ORD001194,CUST00062,SKU00152,4,2024-02-27,Processing
ORD001195,CUST00012,PROD00123,16,2023-09-22,Cancelled
ORD001196,CUST00448,PROD00136,53,2024-03-16,Completed
ORD001197,CUST00250,PROD00160,47,2025-01-25,Processing
ORD001198,CUST00366,PROD00004,32,,Cancelled
ORD001199,CUST00080,ITM00099,82,2024-08-25,Shipped
ORD001200,CUST00446,PRO00162,45,2025-08-31,Cancelled
ORD001201,CUST99999,ITM00011,47,2024-05-15,Completed
ORD001202,CUST00064,PRO00068,18,2024-11-03,Cancelled
ORD001203,CUST00149,PROD00129,19,2023-10-16,Processing
ORD001204,CUST00291,PROD00048,32,2023-11-24,Cancelled
ORD001205,CUST00462,SKU00057,20,2024-04-26,Cancelled
ORD001206,CUST00066,SKU00054,45,2024-02-07,Cancelled
ORD001207,CUST00466,PRO00161,65,03/12/2025,Completed
ORD001208,CUST00132,PRO00150,43,2025-08-16,Pending
ORD001209,CUST00009,SKU00026,63,2023-07-03,Shipped
ORD001210,CUST00281,SKU00159,97,2023-08-31,Shipped
ORD001211,CUST00173,PRO00150,5,2025-07-23,Completed
ORD001212,CUST00125,PROD00051,12,2023-06-18,Completed
ORD001213,CUST00036,ITM00105,65,,Processing
ORD001214,CUST00058,SKU00186,93,2023-01-25,Processing
ORD001215,CUST00178,PRO00183,5,2025-02-03,Shipped
ORD001216,CUST00171,SKU00122,27,2025-06-21,Processing
ORD001217,CUST00083,SKU00054,98,2024-08-04,Pending
ORD001218,CUST00100,PRO00027,30,2024-10-17,Completed
ORD001219,CUST00251,ITM00091,52,2023-05-29,Completed
ORD001220,CUST00473,PRO00109,20,2025-05-17,Pending
ORD001221,CUST00457,SKU00152,,2024-06-28,Completed
ORD001222,CUST00107,PROD00199,79,2024-06-04,Processing
ORD001223,CUST00206,SKU00009,7,2023-08-17,Cancelled
ORD001224,CUST00294,ITM00114,8,2024-01-25,Completed
ORD001225,CUST00014,ITM00139,25,2025-02-22,Cancelled
ORD001226,CUST00333,SKU00057,25,2024-08-06,Cancelled
ORD001227,CUST99999,ITM00172,38,2023-12-29,Shipped
ORD001228,CUST00409,PRO00047,51,2023-05-24,Completed
ORD001229,CUST00474,PROD00006,24,2024-11-16,Pending
ORD001230,CUST00240,SKU00101,94,2024-07-06,Pending
ORD001231,CUST00177,PRO00012,91,2024-03-17,Cancelled
ORD001232,CUST00398,PRO00131,49,2024-06-23,Completed
ORD001233,CUST00482,PROD00051,83,2023-07-02,Cancelled
ORD001234,CUST00270,ITM00175,74,2025-02-24,Processing
ORD001235,CUST00089,PROD00044,97,2023-07-08,Completed
ORD001236,CUST00374,PRO00161,35,2023-07-28,Shipped
ORD001237,CUST00418,SKU00082,56,2023-11-28,Cancelled
ORD001238,CUST00276,ITM00126,71,2024-04-22,Shipped
ORD001239,CUST00054,PROD00123,61,2023-10-26,Processing
ORD001240,CUST00389,SKU00103,9,2025-02-16,Processing
ORD001241,CUST00020,PRO00019,43,2023-12-21,Processing
ORD001242,CUST00035,PRO00146,61,2023-02-18,Pending
ORD001243,CUST00071,SKU00142,66,2024-04-23,Pending
ORD001244,CUST00320,PROD00178,38,2024-08-25,Processing
ORD001245,CUST00039,SKU00002,54,2023-08-17,Processing
ORD001246,CUST00350,PROD00045,92,2025-02-03,Shipped
ORD001247,CUST00346,PROD00123,62,2025-08-29,Shipped
ORD001248,CUST00239,ITM00070,18,2025-04-28,Processing
ORD001249,CUST00006,PROD00006,28,2025-09-12,Pending
ORD001250,CUST00085,PRO00109,68,2024-05-02,Cancelled
ORD001251,CUST00289,PRO00052,64,2025-03-05,Cancelled
ORD001252,CUST00013,ITM00126,89,2024-06-25,Completed
ORD001253,CUST00249,SKU00152,100,2023-09-05,Completed
ORD001254,CUST00237,SKU00072,89,2025-01-26,Processing
ORD001255,CUST00148,PRO00013,10,2024-01-23,Completed
ORD001256,CUST00429,SKU00141,66,2025-04-22,Shipped
ORD001257,CUST00052,PROD00073,29,2025-06-09,Completed
ORD001258,CUST00052,PROD00102,42,2024-01-21,Pending
ORD001259,CUST00070,PROD00182,34,2023-12-08,Shipped
ORD001260,CUST00355,PRO00100,22,2023-10-18,Processing
ORD001261,CUST00330,PROD00125,51,2024-01-17,Cancelled
ORD001262,CUST00224,PROD00145,3,2023-07-25,Processing
ORD001263,CUST00418,SKU00152,27,2023-11-27,Shipped
ORD001264,CUST00144,PRO00014,3,2025-04-13,Processing
ORD001265,CUST00271,PROD00056,31,2024-11-27,Completed
ORD001266,CUST00049,ITM00025,75,2025-09-14,Pending
ORD001267,CUST00001,ITM00135,88,2025-08-06,Processing
ORD001268,CUST00134,PROD00145,21,2025-06-21,Cancelled
ORD001269,CUST00413,PRO00078,,2024-10-23,Completed
ORD001270,CUST00256,ITM00096,10,2023-11-22,Completed
ORD001271,CUST00152,PRO00151,64,2024-02-03,Cancelled
ORD001272,CUST00106,PRO00180,57,2023-12-20,Shipped
ORD001273,CUST00493,ITM00070,96,2025-04-28,Cancelled
ORD001274,CUST00074,PRO00133,14,2024-07-05,Pending
ORD001275,CUST00216,SKU00143,56,2023-12-24, Shipped 
ORD001276,CUST00241,PROD00108,44,2024-06-10,Cancelled
ORD001277,,ITM00071,83,2024-02-14,Processing
ORD001278,CUST00452,ITM00011,97,2025-08-21,Shipped
ORD001279,CUST00499,PROD00153,33,2025-04-08,Processing
ORD001280,,PROD00121,25,2023-06-15,Cancelled
ORD001281,CUST00040,ITM00036,96,2023-10-15,Completed
ORD001282,CUST00196,PROD00059,74,2023-04-18,Cancelled
ORD001283,CUST00330,PROD00004,8,2024-01-23,Completed
ORD001284,CUST00495,PROD00045,75,2023-05-31,Pending
ORD001285,CUST00389,PRO00028,59,2024-05-20,Shipped
ORD001286,CUST00422,PRO00053,19,2025-02-07,Shipped
ORD001287,CUST00387,ITM00036,30,2025-06-27,Processing
ORD001288,CUST00143,PRO00085,40,,Cancelled 
ORD001289,CUST00004,PROD00004,60,2025-05-09,Shipped
ORD001290,CUST00036,PROD00106,67,2024-10-18,Completed
ORD001291,CUST00412,PRO00039,66,2023-08-26,Cancelled
ORD001292,CUST00423,PROD00136,53,2023-01-14,Cancelled
ORD001293,CUST00014,PRO00183,79,2025-09-11,Completed
ORD001294,CUST00305,SKU00196,39,2024-05-28,Completed
ORD001295,CUST00367,ITM00065,29,2025-06-17,Pending
ORD001296,CUST00080,PRO00010,73,2023-03-21,Cancelled
ORD001297,CUST00047,PRO00198,47,2023-04-07,Pending
ORD001298,CUST00300,SKU00089,66,2024-07-16,Pending
ORD001299,CUST00020,PRO00081,55,2023-06-17,Cancelled
ORD001300,CUST00391,SKU00088,33,2023-11-05,Completed
ORD001301,CUST00270,ITM00176,2,2024-02-25,Completed
ORD001302,CUST00078,SKU00067,73,2024-04-23,Pending
ORD001303,CUST00491,PRO00133,47,2023-07-09,Processing
ORD001304,CUST00149,PRO00087,43,2023-05-12,Cancelled
ORD001305,CUST00356,PROD00051,8,2024-03-29,Shipped
ORD001306,CUST99999,ITM00099,5,2023-04-01,Shipped
ORD001307,CUST00357,PROD00056,46,2024-09-20,Shipped
ORD001308,CUST00119,PRO00030,31,2023-04-27,Shipped
ORD001309,CUST00059,SKU00031,50,2024-04-12,Completed
ORD001310,CUST00086,SKU00170,90,2025-08-27,INVALID
ORD001311,CUST00465,PRO00027,43,2023-06-01,Shipped
ORD001312,CUST00373,ITM00176,64,2025-03-21,Completed
ORD001313,CUST00182,PROD00199,77,2024-10-07,Pending
ORD001314,CUST00447,SKU00103,8,2024-05-20,Shipped
ORD001315,CUST00259,PROD00178,37,2023-05-02,Completed
ORD001316,CUST00175,PROD00160,82,2025-03-07,Completed
ORD001317,CUST00499,PROD00165,98,2024-02-02,Shipped
ORD001318,CUST00216,PROD00049,17,2024-09-14,Cancelled
ORD001319,CUST00356,SKU00141,45,2023-09-22,Processing
ORD001320,CUST00259,PRO00161,56,2023-03-09,Completed
ORD001321,CUST00182,PROD00049,90,2023-07-02,Shipped
ORD001322,CUST00389,PRO00053,73,2024-04-11,Cancelled
ORD001323,CUST00208,ITM00036,32,2023-11-23,Shipped
ORD001324,CUST00156,PRO00150,27,2023-07-19,INVALID
ORD001325,CUST00494,ITM00166,,2024-09-27,Cancelled
ORD001326,CUST00098,ITM00033,57,2023-11-07,Completed
ORD001327,CUST00226,SKU00159,56,2023-09-30,Cancelled
ORD001328,CUST00213,PROD00080,86,2024-10-25,Pending
ORD001329,CUST00103,PROD00165,40,2023-05-13,Pending
ORD001330,CUST00199,PRO00183,43,2025-05-27,Shipped
ORD001331,CUST00244,SKU00118,70,2023-05-21,Completed
ORD001332,CUST00208,ITM00011,77,2023-07-14,Processing
ORD001333,CUST00067,SKU00124,43,2023-06-30,Cancelled
ORD001334,CUST00004,PRO00012,87,2025-04-23,Completed
ORD001335,CUST00250,ITM00128,88,2024-01-06,Shipped
ORD001336,CUST00416,PRO00012,53,2023-01-07,Shipped
ORD001337,CUST00233,PRO00157,37,2025-02-19,Processing
ORD001338,CUST00199,PRO00155,11,2023-11-03,Shipped
ORD001339,CUST00281,ITM00200,3,2025-06-12,Processing
ORD001340,CUST00089,PRO00030,82,2023-08-30,Pending
ORD001341,CUST00147,ITM00071,78,2023-11-16,Processing
ORD001342,CUST00301,SKU00196,34,2024-04-01,Processing
ORD001343,CUST00071,PRO00115,68,2023-03-03,Cancelled
ORD001344,CUST00211,PRO00005,98,2024-08-26,Cancelled
ORD001345,CUST00019,PRO00109,59,2025-05-22,
ORD001346,CUST00489,PROD00045,92,2024-07-05,Processing
ORD001347,CUST00188,SKU00196,46,2025-06-05,Shipped
ORD001348,CUST00295,PRO00163,86,2023-09-18,Processing
ORD001349,CUST00273,PROD00073,85,2023-07-16,Processing
ORD001350,CUST00090,PROD00006,72,2023-12-02,Processing
ORD001351,CUST00183,PROD00121,86,2025-08-10,Cancelled
ORD001352,CUST00348,PROD00102,74,2024-06-18,Shipped
ORD001353,CUST00418,PRO00029,1,2024-04-30,Cancelled
ORD001354,,PRO00003,18,2024-02-22,Cancelled
ORD001355,CUST00139,PRO00144,25,2024-02-07,Completed
ORD001356,CUST00244,SKU00196,54,2023-11-30,Processing
ORD001357,CUST00487,ITM00001,62,2023-10-28,Pending
ORD001358,CUST00313,SKU00169,7,2024-03-25, Cancelled
ORD001359,CUST00463,PROD00108,42,2024-01-04,Shipped
ORD001360,CUST00483,PRO00119,26,2024-07-04,Completed
ORD001361,CUST00086,SKU00140,23,2023-02-16,Completed
ORD001362,CUST99999,SKU00072,,2024-08-08,Shipped
ORD001363,CUST00064,PROD00147,45,2023-11-06,Pending
ORD001364,CUST00487,PRO00097,60,,Processing
ORD001365,CUST00378,PROD00016,21,2023-05-14,Cancelled
ORD001366,CUST00013,PROD00073,63,2023-11-03,Shipped
ORD001367,CUST00213,PROD00167,8,2023-10-14,Processing
ORD001368,CUST00036,PROD00177,53,2025-02-16,Processing
ORD001369,CUST00140,ITM00126,14,2024-07-14,Pending
ORD001370,CUST00211,SKU00173,69,2025-08-19,Pending
ORD001371,CUST00096,PROD00006,62,2023-12-02,Cancelled
ORD001372,CUST00394,PROD00073,92,2023-10-24,Completed
ORD001373,CUST00229,ITM00034,43,2024-06-18,Cancelled
ORD001374,CUST00145,ITM00114,13,2024-06-04,Cancelled
ORD001375,CUST00137,SKU00101,4,2024-08-21,Processing
ORD001376,CUST00210,PRO00109,57,2025-01-11,Pending
ORD001377,,PRO00151,73,2025-06-08,Pending
ORD001378,CUST00268,PROD00080,31,2025-06-20,Shipped
ORD001379,CUST00027,PRO00047,58,2023-12-22,Cancelled
ORD001380,CUST00359,PRO00052,27,2023-03-27,Pending
ORD001381,CUST00333,SKU00035,84,2023-07-04,Pending
ORD001382,CUST00273,PRO00144,13,2023-03-02,Pending
ORD001383,CUST00399,PRO00157,7,2023-03-28,Pending
ORD001384,CUST00242,ITM00139,31,2025-08-27,Completed
ORD001385,CUST00142,PROD00075,8,2024-10-25,Shipped
ORD001386,CUST00229,SKU00098,93,2023-10-05,Shipped
ORD001387,CUST00471,SKU00196,-92,2025-09-27,Shipped
ORD001388,CUST00319,PROD00006,47,2023-10-30,Shipped
ORD001389,CUST00064,ITM00126,90,2023-03-11,Shipped
ORD001390,CUST00068,PROD00121,73,2024-05-07,Processing
ORD001391,CUST00006,SKU00082,66,2023-03-09,Pending
ORD001392,CUST00061,SKU00086,65,2024-11-26,Processing
ORD001393,CUST00152,PRO00066,27,2023-06-09,Cancelled
ORD001394,CUST00212,ITM00158,28,2025-07-31,Cancelled
ORD001395,CUST00209,SKU00046,25,2025-09-03,
ORD001396,CUST00265,PROD00167,71,2023-01-11,Processing
ORD001397,CUST00450,ITM00015,68,2023-10-04,Cancelled
ORD001398,CUST00188,PRO00076,73,2023-01-17,Pending
ORD001399,CUST00328,ITM00091,39,2024-02-13,Cancelled
ORD001400,CUST00257,PRO00163,43,2023-09-19,Processing
ORD001401,CUST00252,ITM00126,40,2024-07-14,Shipped
ORD001402,CUST00203,ITM00172,26,2025-02-17,Pending 
ORD001403,CUST00426,ITM00025,28,2024-07-18,Completed
ORD001404,CUST00433,ITM00091,7,2025-07-12,Pending
ORD001405,,SKU00101,99,2025-04-16,INVALID
ORD001406,CUST00344,PRO00013,66,2025-08-09,Processing
ORD001407,CUST00265,PRO00155,28,03/24/2024,Processing
ORD001408,CUST00304,SKU00116,55,2025-09-15,Completed
ORD001409,CUST00368,PROD00006,26,2024-11-23,Shipped
ORD001410,CUST00299,ITM00112,56,2024-05-19,Processing
ORD001411,CUST00121,ITM00134,78,2024-08-22,Cancelled
ORD001412,CUST00032,SKU00083,35,2023-12-27,Shipped
ORD001413,CUST00007,SKU00130,28,2024-07-01,Cancelled
ORD001414,CUST00143,SKU00041,68,2024-06-26,Cancelled
ORD001415,CUST00467,ITM00065,9,2024-03-22,Completed
ORD001416,CUST00115,SKU00054,5,2023-05-04,Cancelled
ORD001417,CUST00058,SKU00069,52,2024-05-16,Pending
ORD001418,CUST00207,PRO00148,18,2024-06-03,Completed
ORD001419,CUST00171,ITM00172,28,2023-10-04,Completed
ORD001420,CUST00085,SKU00035,86,2024-12-15,Shipped
ORD001421,CUST00184,PRO00155,21,07/11/2025,Shipped
ORD001422,CUST00427,PRO00195,90,2025-06-25,Cancelled
ORD001423,CUST00240,ITM00158,79,2024-04-25,Pending
ORD001424,CUST00240,PROD00136,28,2025-05-07,Processing
ORD001425,CUST00166,ITM00113,76,2024-12-20,Completed
ORD001426,,SKU00061,21,2023-02-05,Pending
ORD001427,CUST00227,ITM00175,96,2025-05-05,Cancelled
ORD001428,CUST00398,ITM00139,94,2023-08-28,Completed
ORD001429,CUST00099,PROD00167,15,2024-03-09,Pending
ORD001430,CUST00314,PROD00187,,2024-09-15,Processing
ORD001431,CUST00132,PROD00090,11,2023-11-12,Completed
ORD001432,CUST00077,PRO00017,22,2024-09-18, Processing 
ORD001433,CUST00113,ITM00021,4,2024-03-27,Shipped
ORD001434,CUST00482,PROD00108,30,2024-06-17,Processing
ORD001435,CUST00346,ITM00110,35,2023-03-05,Completed
ORD001436,CUST99999,ITM00172,40,2024-08-29,Processing
ORD001437,CUST00425,PRO00066,43,2025-08-13,Completed
ORD001438,CUST00338,PRO00146,96,2024-09-27,Processing
